N,d,VFL TeamName,R,W,D,L,G,S,a,b,c,d,e,f,g,h,S,A,B,C,D,E,F,G,H,S,q,r,x,T,season
5,0,VFL Berlin,10,4,3,3,15,:,11,4,15,5,2,2,1,7,:,6,1,8,5,2,1,2,8,:,5,3,7,,Season 58782
6,-1,VFL Lisbon,10,4,2,4,14,:,9,5,14,5,3,0,2,7,:,3,4,9,5,1,2,2,7,:,6,1,5,,Season 58782
7,-1,VFL Rome,10,3,5,2,14,:,12,2,14,5,1,2,2,6,:,7,-1,5,5,2,3,0,8,:,5,3,9,,Season 58782
8,0,VFL Stockholm,10,3,4,3,11,:,12,-1,13,5,2,3,0,5,:,3,2,9,5,1,1,3,6,:,9,-3,4,,Season 58782
9,-1,VFL Madrid,10,4,1,5,9,:,11,-2,13,5,2,1,2,6,:,6,0,7,5,2,0,3,3,:,5,-2,6,,Season 58782
10,-1,VFL Athens,10,3,3,4,11,:,11,0,12,5,2,2,1,8,:,3,5,8,5,1,1,3,3,:,8,-5,4,,Season 58782
11,1,VFL Copenhagen,10,3,3,4,9,:,10,-1,12,5,2,2,1,4,:,3,1,8,5,1,1,3,5,:,7,-2,4,,Season 58782
12,1,VFL Brussels,10,4,0,6,12,:,16,-4,12,5,3,0,2,10,:,6,4,9,5,1,0,4,2,:,10,-8,3,,Season 58782
13,1,VFL Bern,10,3,3,4,11,:,15,-4,12,5,3,1,1,8,:,5,3,10,5,0,2,3,3,:,10,-7,2,,Season 58782
14,1,VFL Vienna,10,2,5,3,7,:,10,-3,11,5,1,3,1,2,:,2,0,6,5,1,2,2,5,:,8,-3,5,,Season 58782
15,0,VFL Ankara,10,2,4,4,5,:,9,-4,10,5,1,1,3,3,:,7,-4,4,5,1,3,1,2,:,2,0,6,,Season 58782
16,0,VFL Edinburgh,10,1,2,7,3,:,14,-11,5,5,0,1,4,0,:,8,-8,1,5,1,1,3,3,:,6,-3,4,,Season 58782
1,0,VFL Oslo,11,8,2,1,18,:,8,10,26,6,5,1,0,14,:,5,9,16,5,3,1,1,4,:,3,1,10,,Season 58782
2,-1,VFL London,11,6,2,3,15,:,10,5,20,5,2,1,2,6,:,6,0,7,6,4,1,1,9,:,4,5,13,,Season 58782
3,0,VFL Amsterdam,11,5,3,3,19,:,12,7,18,5,2,2,1,7,:,6,1,8,6,3,1,2,12,:,6,6,10,,Season 58782
4,1,VFL Paris,11,5,3,3,10,:,11,-1,18,6,4,0,2,8,:,7,1,12,5,1,3,1,2,:,4,-2,6,,Season 58782
5,-1,VFL Lisbon,11,5,2,4,15,:,9,6,17,5,3,0,2,7,:,3,4,9,6,2,2,2,8,:,6,2,8,,Season 58782
6,-1,VFL Rome,11,4,5,2,16,:,12,4,17,5,1,2,2,6,:,7,-1,5,6,3,3,0,10,:,5,5,12,,Season 58782
7,1,VFL Berlin,11,4,4,3,15,:,11,4,16,6,2,3,1,7,:,6,1,9,5,2,1,2,8,:,5,3,7,,Season 58782
8,0,VFL Stockholm,11,4,4,3,13,:,12,1,16,5,2,3,0,5,:,3,2,9,6,2,1,3,8,:,9,-1,7,,Season 58782
9,0,VFL Madrid,11,4,2,5,11,:,13,-2,14,5,2,1,2,6,:,6,0,7,6,2,1,3,5,:,7,-2,7,,Season 58782
10,-1,VFL Vienna,11,3,5,3,8,:,10,-2,14,5,1,3,1,2,:,2,0,6,6,2,2,2,6,:,8,-2,8,,Season 58782
11,1,VFL Athens,11,3,3,5,12,:,14,-2,12,5,2,2,1,8,:,3,5,8,6,1,1,4,4,:,11,-7,4,,Season 58782
12,1,VFL Copenhagen,11,3,3,5,9,:,11,-2,12,6,2,2,2,4,:,4,0,8,5,1,1,3,5,:,7,-2,4,,Season 58782
13,1,VFL Brussels,11,4,0,7,12,:,17,-5,12,6,3,0,3,10,:,7,3,9,5,1,0,4,2,:,10,-8,3,,Season 58782
14,1,VFL Bern,11,3,3,5,11,:,17,-6,12,6,3,1,2,8,:,7,1,10,5,0,2,3,3,:,10,-7,2,,Season 58782
15,0,VFL Ankara,11,2,5,4,7,:,11,-4,11,6,1,2,3,5,:,9,-4,5,5,1,3,1,2,:,2,0,6,,Season 58782
16,0,VFL Edinburgh,11,1,2,8,3,:,16,-13,5,6,0,1,5,0,:,10,-10,1,5,1,1,3,3,:,6,-3,4,,Season 58782
1,0,VFL Oslo,12,8,2,2,19,:,10,9,26,6,5,1,0,14,:,5,9,16,6,3,1,2,5,:,5,0,10,,Season 58782
2,0,VFL London,12,7,2,3,17,:,11,6,23,6,3,1,2,8,:,7,1,10,6,4,1,1,9,:,4,5,13,,Season 58782
3,-1,VFL Rome,12,5,5,2,18,:,12,6,20,6,2,2,2,8,:,7,1,8,6,3,3,0,10,:,5,5,12,,Season 58782
4,1,VFL Amsterdam,12,5,4,3,20,:,13,7,19,6,2,3,1,8,:,7,1,9,6,3,1,2,12,:,6,6,10,,Season 58782
5,-1,VFL Berlin,12,5,4,3,16,:,11,5,19,6,2,3,1,7,:,6,1,9,6,3,1,2,9,:,5,4,10,,Season 58782
6,1,VFL Paris,12,5,4,3,12,:,13,-1,19,6,4,0,2,8,:,7,1,12,6,1,4,1,4,:,6,-2,7,,Season 58782
7,1,VFL Lisbon,12,5,3,4,17,:,11,6,18,6,3,1,2,9,:,5,4,10,6,2,2,2,8,:,6,2,8,,Season 58782
8,-1,VFL Madrid,12,5,2,5,14,:,14,0,17,6,3,1,2,9,:,7,2,10,6,2,1,3,5,:,7,-2,7,,Season 58782
9,1,VFL Stockholm,12,4,4,4,13,:,13,0,16,6,2,3,1,5,:,4,1,9,6,2,1,3,8,:,9,-1,7,,Season 58782
10,-1,VFL Copenhagen,12,4,3,5,11,:,11,0,15,6,2,2,2,4,:,4,0,8,6,2,1,3,7,:,7,0,7,,Season 58782
11,-1,VFL Brussels,12,5,0,7,13,:,17,-4,15,6,3,0,3,10,:,7,3,9,6,2,0,4,3,:,10,-7,6,,Season 58782
12,1,VFL Vienna,12,3,5,4,8,:,11,-3,14,6,1,3,2,2,:,3,-1,6,6,2,2,2,6,:,8,-2,8,,Season 58782
13,1,VFL Athens,12,3,3,6,12,:,16,-4,12,6,2,2,2,8,:,5,3,8,6,1,1,4,4,:,11,-7,4,,Season 58782
14,-1,VFL Ankara,12,2,6,4,8,:,12,-4,12,6,1,2,3,5,:,9,-4,5,6,1,4,1,3,:,3,0,7,,Season 58782
15,1,VFL Bern,12,3,3,6,11,:,19,-8,12,6,3,1,2,8,:,7,1,10,6,0,2,4,3,:,12,-9,2,,Season 58782
16,0,VFL Edinburgh,12,1,2,9,4,:,19,-15,5,6,0,1,5,0,:,10,-10,1,6,1,1,4,4,:,9,-5,4,,Season 58782
1,0,VFL Oslo,13,8,3,2,21,:,12,9,27,7,5,2,0,16,:,7,9,17,6,3,1,2,5,:,5,0,10,,Season 58782
2,0,VFL London,13,8,2,3,21,:,12,9,26,6,3,1,2,8,:,7,1,10,7,5,1,1,13,:,5,8,16,,Season 58782
3,-1,VFL Paris,13,6,4,3,15,:,14,1,22,7,5,0,2,11,:,8,3,15,6,1,4,1,4,:,6,-2,7,,Season 58782
4,1,VFL Rome,13,5,6,2,20,:,14,6,21,6,2,2,2,8,:,7,1,8,7,3,4,0,12,:,7,5,13,,Season 58782
5,1,VFL Amsterdam,13,5,5,3,22,:,15,7,20,6,2,3,1,8,:,7,1,9,7,3,2,2,14,:,8,6,11,,Season 58782
6,1,VFL Berlin,13,5,5,3,17,:,12,5,20,7,2,4,1,8,:,7,1,10,6,3,1,2,9,:,5,4,10,,Season 58782
7,-1,VFL Madrid,13,6,2,5,17,:,14,3,20,6,3,1,2,9,:,7,2,10,7,3,1,3,8,:,7,1,10,,Season 58782
8,1,VFL Lisbon,13,5,3,5,18,:,13,5,18,6,3,1,2,9,:,5,4,10,7,2,2,3,9,:,8,1,8,,Season 58782
9,0,VFL Stockholm,13,4,4,5,14,:,16,-2,16,6,2,3,1,5,:,4,1,9,7,2,1,4,9,:,12,-3,7,,Season 58782
10,-1,VFL Ankara,13,3,6,4,11,:,12,-1,15,6,1,2,3,5,:,9,-4,5,7,2,4,1,6,:,3,3,10,,Season 58782
11,1,VFL Copenhagen,13,4,3,6,12,:,15,-3,15,7,2,2,3,5,:,8,-3,8,6,2,1,3,7,:,7,0,7,,Season 58782
12,0,VFL Vienna,13,3,6,4,10,:,13,-3,15,7,1,4,2,4,:,5,-1,7,6,2,2,2,6,:,8,-2,8,,Season 58782
13,-1,VFL Bern,13,4,3,6,13,:,20,-7,15,7,4,1,2,10,:,8,2,13,6,0,2,4,3,:,12,-9,2,,Season 58782
13,1,VFL Brussels,13,5,0,8,13,:,20,-7,15,7,3,0,4,10,:,10,0,9,6,2,0,4,3,:,10,-7,6,,Season 58782
15,1,VFL Athens,13,3,4,6,13,:,17,-4,13,6,2,2,2,8,:,5,3,8,7,1,2,4,5,:,12,-7,5,,Season 58782
16,0,VFL Edinburgh,13,1,2,10,4,:,22,-18,5,7,0,1,6,0,:,13,-13,1,6,1,1,4,4,:,9,-5,4,,Season 58782
1,0,VFL Oslo,14,8,3,3,21,:,13,8,27,7,5,2,0,16,:,7,9,17,7,3,1,3,5,:,6,-1,10,,Season 58782
2,0,VFL London,14,8,2,4,22,:,14,8,26,7,3,1,3,9,:,9,0,10,7,5,1,1,13,:,5,8,16,,Season 58782
3,-1,VFL Rome,14,6,6,2,23,:,14,9,24,7,3,2,2,11,:,7,4,11,7,3,4,0,12,:,7,5,13,,Season 58782
4,-1,VFL Amsterdam,14,6,5,3,25,:,16,9,23,7,3,3,1,11,:,8,3,12,7,3,2,2,14,:,8,6,11,,Season 58782
5,-1,VFL Berlin,14,6,5,3,19,:,13,6,23,7,2,4,1,8,:,7,1,10,7,4,1,2,11,:,6,5,13,,Season 58782
6,-1,VFL Madrid,14,7,2,5,18,:,14,4,23,7,4,1,2,10,:,7,3,13,7,3,1,3,8,:,7,1,10,,Season 58782
7,1,VFL Paris,14,6,4,4,15,:,15,0,22,7,5,0,2,11,:,8,3,15,7,1,4,2,4,:,7,-3,7,,Season 58782
8,0,VFL Lisbon,14,6,3,5,19,:,13,6,21,7,4,1,2,10,:,5,5,13,7,2,2,3,9,:,8,1,8,,Season 58782
9,0,VFL Stockholm,14,5,4,5,15,:,16,-1,19,7,3,3,1,6,:,4,2,12,7,2,1,4,9,:,12,-3,7,,Season 58782
10,-1,VFL Brussels,14,6,0,8,14,:,20,-6,18,7,3,0,4,10,:,10,0,9,7,3,0,4,4,:,10,-6,9,,Season 58782
11,-1,VFL Athens,14,4,4,6,15,:,17,-2,16,7,3,2,2,10,:,5,5,11,7,1,2,4,5,:,12,-7,5,,Season 58782
12,1,VFL Ankara,14,3,6,5,11,:,13,-2,15,7,1,2,4,5,:,10,-5,5,7,2,4,1,6,:,3,3,10,,Season 58782
13,1,VFL Vienna,14,3,6,5,10,:,15,-5,15,7,1,4,2,4,:,5,-1,7,7,2,2,3,6,:,10,-4,8,,Season 58782
14,1,VFL Copenhagen,14,4,3,7,12,:,18,-6,15,7,2,2,3,5,:,8,-3,8,7,2,1,4,7,:,10,-3,7,,Season 58782
15,1,VFL Bern,14,4,3,7,13,:,21,-8,15,7,4,1,2,10,:,8,2,13,7,0,2,5,3,:,13,-10,2,,Season 58782
16,0,VFL Edinburgh,14,1,2,11,5,:,25,-20,5,7,0,1,6,0,:,13,-13,1,7,1,1,5,5,:,12,-7,4,,Season 58782
1,0,VFL Oslo,15,9,3,3,25,:,15,10,30,8,6,2,0,20,:,9,11,20,7,3,1,3,5,:,6,-1,10,,Season 58782
2,-1,VFL Rome,15,7,6,2,26,:,16,10,27,7,3,2,2,11,:,7,4,11,8,4,4,0,15,:,9,6,16,,Season 58782
3,-1,VFL Amsterdam,15,7,5,3,28,:,16,12,26,7,3,3,1,11,:,8,3,12,8,4,2,2,17,:,8,9,14,,Season 58782
4,1,VFL London,15,8,2,5,22,:,18,4,26,7,3,1,3,9,:,9,0,10,8,5,1,2,13,:,9,4,16,,Season 58782
5,-1,VFL Paris,15,7,4,4,16,:,15,1,25,8,6,0,2,12,:,8,4,18,7,1,4,2,4,:,7,-3,7,,Season 58782
6,0,VFL Madrid,15,7,3,5,18,:,14,4,24,7,4,1,2,10,:,7,3,13,8,3,2,3,8,:,7,1,11,,Season 58782
7,1,VFL Berlin,15,6,5,4,21,:,16,5,23,8,2,4,2,10,:,10,0,10,7,4,1,2,11,:,6,5,13,,Season 58782
8,0,VFL Lisbon,15,6,4,5,20,:,14,6,22,7,4,1,2,10,:,5,5,13,8,2,3,3,10,:,9,1,9,,Season 58782
9,0,VFL Stockholm,15,5,4,6,17,:,20,-3,19,7,3,3,1,6,:,4,2,12,8,2,1,5,11,:,16,-5,7,,Season 58782
10,-1,VFL Vienna,15,4,6,5,14,:,15,-1,18,8,2,4,2,8,:,5,3,10,7,2,2,3,6,:,10,-4,8,,Season 58782
11,1,VFL Brussels,15,6,0,9,16,:,23,-7,18,8,3,0,5,12,:,13,-1,9,7,3,0,4,4,:,10,-6,9,,Season 58782
12,1,VFL Athens,15,4,4,7,15,:,20,-5,16,8,3,2,3,10,:,8,2,11,7,1,2,4,5,:,12,-7,5,,Season 58782
13,-1,VFL Copenhagen,15,4,4,7,13,:,19,-6,16,8,2,3,3,6,:,9,-3,9,7,2,1,4,7,:,10,-3,7,,Season 58782
14,-1,VFL Bern,15,4,4,7,13,:,21,-8,16,8,4,2,2,10,:,8,2,14,7,0,2,5,3,:,13,-10,2,,Season 58782
15,1,VFL Ankara,15,3,6,6,11,:,14,-3,15,7,1,2,4,5,:,10,-5,5,8,2,4,2,6,:,4,2,10,,Season 58782
16,0,VFL Edinburgh,15,2,2,11,8,:,27,-19,8,7,0,1,6,0,:,13,-13,1,8,2,1,5,8,:,14,-6,7,,Season 58782
1,0,VFL Oslo,16,9,3,4,27,:,19,8,30,9,6,2,1,22,:,13,9,20,7,3,1,3,5,:,6,-1,10,,Season 58782
2,-1,VFL Amsterdam,16,7,6,3,29,:,17,12,27,8,3,4,1,12,:,9,3,13,8,4,2,2,17,:,8,9,14,,Season 58782
3,1,VFL Rome,16,7,6,3,27,:,19,8,27,7,3,2,2,11,:,7,4,11,9,4,4,1,16,:,12,4,16,,Season 58782
4,-1,VFL Madrid,16,8,3,5,22,:,16,6,27,7,4,1,2,10,:,7,3,13,9,4,2,3,12,:,9,3,14,,Season 58782
5,-1,VFL Berlin,16,7,5,4,25,:,17,8,26,9,3,4,2,14,:,11,3,13,7,4,1,2,11,:,6,5,13,,Season 58782
6,1,VFL London,16,8,2,6,22,:,19,3,26,7,3,1,3,9,:,9,0,10,9,5,1,3,13,:,10,3,16,,Season 58782
7,1,VFL Paris,16,7,5,4,16,:,15,1,26,9,6,1,2,12,:,8,4,19,7,1,4,2,4,:,7,-3,7,,Season 58782
8,0,VFL Lisbon,16,6,4,6,21,:,18,3,22,7,4,1,2,10,:,5,5,13,9,2,3,4,11,:,13,-2,9,,Season 58782
9,0,VFL Stockholm,16,6,4,6,19,:,20,-1,22,7,3,3,1,6,:,4,2,12,9,3,1,5,13,:,16,-3,10,,Season 58782
10,0,VFL Vienna,16,5,6,5,17,:,16,1,21,9,3,4,2,11,:,6,5,13,7,2,2,3,6,:,10,-4,8,,Season 58782
11,-1,VFL Athens,16,5,4,7,16,:,20,-4,19,9,4,2,3,11,:,8,3,14,7,1,2,4,5,:,12,-7,5,,Season 58782
12,1,VFL Brussels,16,6,1,9,17,:,24,-7,19,8,3,0,5,12,:,13,-1,9,8,3,1,4,5,:,11,-6,10,,Season 58782
13,-1,VFL Bern,16,5,4,7,14,:,21,-7,19,9,5,2,2,11,:,8,3,17,7,0,2,5,3,:,13,-10,2,,Season 58782
14,1,VFL Copenhagen,16,4,4,8,13,:,21,-8,16,9,2,3,4,6,:,11,-5,9,7,2,1,4,7,:,10,-3,7,,Season 58782
15,0,VFL Ankara,16,3,6,7,11,:,15,-4,15,7,1,2,4,5,:,10,-5,5,9,2,4,3,6,:,5,1,10,,Season 58782
16,0,VFL Edinburgh,16,2,3,11,8,:,27,-19,9,7,0,1,6,0,:,13,-13,1,9,2,2,5,8,:,14,-6,8,,Season 58782
1,0,VFL Oslo,17,10,3,4,29,:,20,9,33,9,6,2,1,22,:,13,9,20,8,4,1,3,7,:,7,0,13,,Season 58782
2,-1,VFL Madrid,17,9,3,5,24,:,17,7,30,8,5,1,2,12,:,8,4,16,9,4,2,3,12,:,9,3,14,,Season 58782
3,-1,VFL Berlin,17,8,5,4,27,:,18,9,29,9,3,4,2,14,:,11,3,13,8,5,1,2,13,:,7,6,16,,Season 58782
4,-1,VFL Paris,17,8,5,4,17,:,15,2,29,9,6,1,2,12,:,8,4,19,8,2,4,2,5,:,7,-2,10,,Season 58782
5,1,VFL Amsterdam,17,7,7,3,31,:,19,12,28,8,3,4,1,12,:,9,3,13,9,4,3,2,19,:,10,9,15,,Season 58782
6,1,VFL Rome,17,7,6,4,28,:,21,7,27,8,3,2,3,12,:,9,3,11,9,4,4,1,16,:,12,4,16,,Season 58782
7,1,VFL London,17,8,3,6,24,:,21,3,27,8,3,2,3,11,:,11,0,11,9,5,1,3,13,:,10,3,16,,Season 58782
8,0,VFL Lisbon,17,7,4,6,23,:,19,4,25,8,5,1,2,12,:,6,6,16,9,2,3,4,11,:,13,-2,9,,Season 58782
9,0,VFL Stockholm,17,6,4,7,20,:,22,-2,22,8,3,3,2,7,:,6,1,12,9,3,1,5,13,:,16,-3,10,,Season 58782
10,-1,VFL Athens,17,6,4,7,18,:,21,-3,22,9,4,2,3,11,:,8,3,14,8,2,2,4,7,:,13,-6,8,,Season 58782
11,1,VFL Vienna,17,5,6,6,18,:,18,0,21,9,3,4,2,11,:,6,5,13,8,2,2,4,7,:,12,-5,8,,Season 58782
12,0,VFL Brussels,17,6,1,10,17,:,25,-8,19,9,3,0,6,12,:,14,-2,9,8,3,1,4,5,:,11,-6,10,,Season 58782
13,0,VFL Bern,17,5,4,8,14,:,22,-8,19,9,5,2,2,11,:,8,3,17,8,0,2,6,3,:,14,-11,2,,Season 58782
14,0,VFL Copenhagen,17,4,4,9,14,:,23,-9,16,9,2,3,4,6,:,11,-5,9,8,2,1,5,8,:,12,-4,7,,Season 58782
15,0,VFL Ankara,17,3,6,8,12,:,17,-5,15,8,1,2,5,6,:,12,-6,5,9,2,4,3,6,:,5,1,10,,Season 58782
16,0,VFL Edinburgh,17,3,3,11,9,:,27,-18,12,8,1,1,6,1,:,13,-12,4,9,2,2,5,8,:,14,-6,8,,Season 58782
1,0,VFL Oslo,18,11,3,4,31,:,21,10,36,10,7,2,1,24,:,14,10,23,8,4,1,3,7,:,7,0,13,,Season 58782
2,-1,VFL Berlin,18,9,5,4,28,:,18,10,32,10,4,4,2,15,:,11,4,16,8,5,1,2,13,:,7,6,16,,Season 58782
3,-1,VFL Paris,18,9,5,4,18,:,15,3,32,9,6,1,2,12,:,8,4,19,9,3,4,2,6,:,7,-1,13,,Season 58782
4,1,VFL Madrid,18,9,3,6,24,:,18,6,30,8,5,1,2,12,:,8,4,16,10,4,2,4,12,:,10,2,14,,Season 58782
5,0,VFL Amsterdam,18,7,7,4,31,:,20,11,28,9,3,4,2,12,:,10,2,13,9,4,3,2,19,:,10,9,15,,Season 58782
6,0,VFL Rome,18,7,7,4,30,:,23,7,28,8,3,2,3,12,:,9,3,11,10,4,5,1,18,:,14,4,17,,Season 58782
7,0,VFL London,18,8,4,6,26,:,23,3,28,9,3,3,3,13,:,13,0,12,9,5,1,3,13,:,10,3,16,,Season 58782
8,0,VFL Lisbon,18,7,4,7,24,:,21,3,25,8,5,1,2,12,:,6,6,16,10,2,3,5,12,:,15,-3,9,,Season 58782
9,-1,VFL Athens,18,7,4,7,20,:,22,-2,25,10,5,2,3,13,:,9,4,17,8,2,2,4,7,:,13,-6,8,,Season 58782
10,-1,VFL Vienna,18,6,6,6,19,:,18,1,24,10,4,4,2,12,:,6,6,16,8,2,2,4,7,:,12,-5,8,,Season 58782
11,1,VFL Stockholm,18,6,4,8,20,:,23,-3,22,8,3,3,2,7,:,6,1,12,10,3,1,6,13,:,17,-4,10,,Season 58782
12,0,VFL Brussels,18,7,1,10,19,:,26,-7,22,9,3,0,6,12,:,14,-2,9,9,4,1,4,7,:,12,-5,13,,Season 58782
13,0,VFL Bern,18,5,4,9,15,:,24,-9,19,10,5,2,3,12,:,10,2,17,8,0,2,6,3,:,14,-11,2,,Season 58782
14,-1,VFL Ankara,18,4,6,8,13,:,17,-4,18,8,1,2,5,6,:,12,-6,5,10,3,4,3,7,:,5,2,13,,Season 58782
15,1,VFL Copenhagen,18,4,4,10,14,:,24,-10,16,10,2,3,5,6,:,12,-6,9,8,2,1,5,8,:,12,-4,7,,Season 58782
16,0,VFL Edinburgh,18,3,3,12,10,:,29,-19,12,8,1,1,6,1,:,13,-12,4,10,2,2,6,9,:,16,-7,8,,Season 58782
1,0,VFL Oslo,19,11,3,5,31,:,23,8,36,10,7,2,1,24,:,14,10,23,9,4,1,4,7,:,9,-2,13,,Season 58782
2,0,VFL Berlin,19,10,5,4,32,:,20,12,35,10,4,4,2,15,:,11,4,16,9,6,1,2,17,:,9,8,19,,Season 58782
3,0,VFL Paris,19,10,5,4,19,:,15,4,35,10,7,1,2,13,:,8,5,22,9,3,4,2,6,:,7,-1,13,,Season 58782
4,0,VFL Madrid,19,10,3,6,25,:,18,7,33,9,6,1,2,13,:,8,5,19,10,4,2,4,12,:,10,2,14,,Season 58782
5,0,VFL Amsterdam,19,7,8,4,32,:,21,11,29,9,3,4,2,12,:,10,2,13,10,4,4,2,20,:,11,9,16,,Season 58782
6,0,VFL Rome,19,7,8,4,31,:,24,7,29,9,3,3,3,13,:,10,3,12,10,4,5,1,18,:,14,4,17,,Season 58782
7,-1,VFL Lisbon,19,8,4,7,26,:,21,5,28,9,6,1,2,14,:,6,8,19,10,2,3,5,12,:,15,-3,9,,Season 58782
8,1,VFL London,19,8,4,7,26,:,25,1,28,9,3,3,3,13,:,13,0,12,10,5,1,4,13,:,12,1,16,,Season 58782
9,0,VFL Athens,19,7,5,7,20,:,22,-2,26,10,5,2,3,13,:,9,4,17,9,2,3,4,7,:,13,-6,9,,Season 58782
10,-1,VFL Brussels,19,8,1,10,21,:,26,-5,25,10,4,0,6,14,:,14,0,12,9,4,1,4,7,:,12,-5,13,,Season 58782
11,1,VFL Vienna,19,6,6,7,19,:,19,0,24,10,4,4,2,12,:,6,6,16,9,2,2,5,7,:,13,-6,8,,Season 58782
12,1,VFL Stockholm,19,6,5,8,20,:,23,-3,23,9,3,4,2,7,:,6,1,13,10,3,1,6,13,:,17,-4,10,,Season 58782
13,0,VFL Bern,19,5,4,10,15,:,25,-10,19,10,5,2,3,12,:,10,2,17,9,0,2,7,3,:,15,-12,2,,Season 58782
14,0,VFL Ankara,19,4,6,9,15,:,21,-6,18,9,1,2,6,8,:,16,-8,5,10,3,4,3,7,:,5,2,13,,Season 58782
15,0,VFL Copenhagen,19,4,4,11,15,:,26,-11,16,10,2,3,5,6,:,12,-6,9,9,2,1,6,9,:,14,-5,7,,Season 58782
16,0,VFL Edinburgh,19,4,3,12,12,:,30,-18,15,9,2,1,6,3,:,14,-11,7,10,2,2,6,9,:,16,-7,8,,Season 58782
1,-1,VFL Berlin,20,11,5,4,34,:,20,14,38,11,5,4,2,17,:,11,6,19,9,6,1,2,17,:,9,8,19,,Season 58782
2,-1,VFL Paris,20,11,5,4,20,:,15,5,38,10,7,1,2,13,:,8,5,22,10,4,4,2,7,:,7,0,16,,Season 58782
3,1,VFL Oslo,20,11,3,6,31,:,24,7,36,11,7,2,2,24,:,15,9,23,9,4,1,4,7,:,9,-2,13,,Season 58782
4,0,VFL Madrid,20,10,3,7,26,:,20,6,33,9,6,1,2,13,:,8,5,19,11,4,2,5,13,:,12,1,14,,Season 58782
5,-1,VFL London,20,9,4,7,29,:,26,3,31,10,4,3,3,16,:,14,2,15,10,5,1,4,13,:,12,1,16,,Season 58782
6,1,VFL Amsterdam,20,7,9,4,33,:,22,11,30,10,3,5,2,13,:,11,2,14,10,4,4,2,20,:,11,9,16,,Season 58782
7,1,VFL Rome,20,7,9,4,31,:,24,7,30,10,3,4,3,13,:,10,3,13,10,4,5,1,18,:,14,4,17,,Season 58782
8,1,VFL Lisbon,20,8,5,7,26,:,21,5,29,9,6,1,2,14,:,6,8,19,11,2,4,5,12,:,15,-3,10,,Season 58782
9,0,VFL Athens,20,8,5,7,22,:,23,-1,29,11,6,2,3,15,:,10,5,20,9,2,3,4,7,:,13,-6,9,,Season 58782
10,0,VFL Brussels,20,8,1,11,21,:,28,-7,25,10,4,0,6,14,:,14,0,12,10,4,1,5,7,:,14,-7,13,,Season 58782
11,0,VFL Vienna,20,6,6,8,19,:,20,-1,24,11,4,4,3,12,:,7,5,16,9,2,2,5,7,:,13,-6,8,,Season 58782
12,0,VFL Stockholm,20,6,5,9,21,:,26,-5,23,9,3,4,2,7,:,6,1,13,11,3,1,7,14,:,20,-6,10,,Season 58782
13,-1,VFL Ankara,20,5,6,9,16,:,21,-5,21,9,1,2,6,8,:,16,-8,5,11,4,4,3,8,:,5,3,16,,Season 58782
14,1,VFL Bern,20,5,5,10,16,:,26,-10,20,10,5,2,3,12,:,10,2,17,10,0,3,7,4,:,16,-12,3,,Season 58782
15,0,VFL Copenhagen,20,5,4,11,17,:,26,-9,19,11,3,3,5,8,:,12,-4,12,9,2,1,6,9,:,14,-5,7,,Season 58782
16,0,VFL Edinburgh,20,4,3,13,12,:,32,-20,15,9,2,1,6,3,:,14,-11,7,11,2,2,7,9,:,18,-9,8,,Season 58782
1,0,VFL Berlin,21,12,5,4,35,:,20,15,41,11,5,4,2,17,:,11,6,19,10,7,1,2,18,:,9,9,22,,Season 58782
2,0,VFL Paris,21,12,5,4,21,:,15,6,41,11,8,1,2,14,:,8,6,25,10,4,4,2,7,:,7,0,16,,Season 58782
3,0,VFL Oslo,21,11,3,7,31,:,26,5,36,11,7,2,2,24,:,15,9,23,10,4,1,5,7,:,11,-4,13,,Season 58782
4,0,VFL Madrid,21,10,4,7,27,:,21,6,34,10,6,2,2,14,:,9,5,20,11,4,2,5,13,:,12,1,14,,Season 58782
5,-1,VFL Amsterdam,21,8,9,4,34,:,22,12,33,10,3,5,2,13,:,11,2,14,11,5,4,2,21,:,11,10,19,,Season 58782
6,1,VFL London,21,9,5,7,30,:,27,3,32,10,4,3,3,16,:,14,2,15,11,5,2,4,14,:,13,1,17,,Season 58782
7,-1,VFL Athens,21,9,5,7,24,:,24,0,32,11,6,2,3,15,:,10,5,20,10,3,3,4,9,:,14,-5,12,,Season 58782
8,1,VFL Rome,21,7,9,5,31,:,25,6,30,10,3,4,3,13,:,10,3,13,11,4,5,2,18,:,15,3,17,,Season 58782
9,1,VFL Lisbon,21,8,5,8,26,:,22,4,29,10,6,1,3,14,:,7,7,19,11,2,4,5,12,:,15,-3,10,,Season 58782
10,-1,VFL Stockholm,21,7,5,9,22,:,26,-4,26,10,4,4,2,8,:,6,2,16,11,3,1,7,14,:,20,-6,10,,Season 58782
11,0,VFL Vienna,21,6,7,8,20,:,21,-1,25,11,4,4,3,12,:,7,5,16,10,2,3,5,8,:,14,-6,9,,Season 58782
12,1,VFL Brussels,21,8,1,12,21,:,29,-8,25,11,4,0,7,14,:,15,-1,12,10,4,1,5,7,:,14,-7,13,,Season 58782
13,-1,VFL Bern,21,6,5,10,18,:,26,-8,23,11,6,2,3,14,:,10,4,20,10,0,3,7,4,:,16,-12,3,,Season 58782
14,1,VFL Ankara,21,5,6,10,17,:,23,-6,21,10,1,2,7,9,:,18,-9,5,11,4,4,3,8,:,5,3,16,,Season 58782
